5
15
0.2763656320361424
0.004936724204130031
0.2577652445542848
0.3551002579787683
0.1058321412266744
0,1.658326193713147,1.740038298580567,4.420765288748301,4.650203130537445,0.2370073101457537,3.679830794400821,0,0.977383818168992,0,0,2.353123578032704,0,2.377864668987815,3.940567141992736
1.658326193713147,0,0,0,0,3.231509786753278,0,0,2.033634575446819,0,0,0,0,3.366129932261289,0
1.740038298580567,0,0,0,0,0,0,0,0,1.621099601470245,0.05840495565169801,0,0,0.3551854195647636,0
4.420765288748301,0,0,0,0,0,2.139554599100854,0,0,0,3.468762870669567,0,0.2516999336947706,4.170945305284498,4.318554325279329
4.650203130537445,0,0,0,0,3.345212950407777,0,0.2817150927167839,0.0981053338279203,4.161107376414089,0,0,0,0,0
0.2370073101457537,3.231509786753278,0,0,3.345212950407777,0,0,0,4.166817817265672,1.950879690653033,0.7012767963472216,0.4340755043291683,1.286413923849299,2.124292058523129,2.475334619002296
3.679830794400821,0,0,2.139554599100854,0,0,0,0,0.006502843502980693,0.7124202741048574,0.8744603266789142,2.994428051839325,0,0.3417861023541457,0.8692651868250051
0,0,0,0,0.2817150927167839,0,0,0,4.773391370402248,4.807792865518316,0,3.861831068065213,1.854323594867026,0,0
0.977383818168992,2.033634575446819,0,0,0.0981053338279203,4.166817817265672,0.006502843502980693,4.773391370402248,0,2.662132412500663,0,0,4.782081805040121,0,1.582097568662715
0,0,1.621099601470245,0,4.161107376414089,1.950879690653033,0.7124202741048574,4.807792865518316,2.662132412500663,0,0,0,0,3.472019548422772,0.04879324942579755
0,0,0.05840495565169801,3.468762870669567,0,0.7012767963472216,0.8744603266789142,0,0,0,0,0,0,0,0.2882718060743611
2.353123578032704,0,0,0,0,0.4340755043291683,2.994428051839325,3.861831068065213,0,0,0,0,0,4.664489479090403,1.366083539999817
0,0,0,0.2516999336947706,0,1.286413923849299,0,1.854323594867026,4.782081805040121,0,0,0,0,1.985544213717259,0.6555735352150266
2.377864668987815,3.366129932261289,0.3551854195647636,4.170945305284498,0,2.124292058523129,0.3417861023541457,0,0,3.472019548422772,0,4.664489479090403,1.985544213717259,0,0.4575658360630541
3.940567141992736,0,0,4.318554325279329,0,2.475334619002296,0.8692651868250051,0,1.582097568662715,0.04879324942579755,0.2882718060743611,1.366083539999817,0.6555735352150266,0.4575658360630541,0
0,0,0,0,0,0,0,2.724529491223358,0,3.608766367496484,1.429734282101816,0,1.345457717654988,0,0
