5
5
0.2306969574445183
0.2454363590969505
0.08976783549437264
0.2210503434845511
0.2130485044796074
0,0,2.734407596024919,0,0
0,0,0,0,0.2308569531557697
2.734407596024919,0,0,4.117289141636463,0
0,0,4.117289141636463,0,0
0,0.2308569531557697,0,0,0
0,4.528959685378096,0,4.824442675996383,0.7094316931360767
4.528959685378096,0,0.1785583928709478,1.961135097670841,0
0,0.1785583928709478,0,0,1.585497400304303
4.824442675996383,1.961135097670841,0,0,3.975999505685316
0.7094316931360767,0,1.585497400304303,3.975999505685316,0
0,0.6349340814675303,0,0.7880654083877414,2.108806413131375
0.6349340814675303,0,4.245646529343886,3.277389450887783,0
0,4.245646529343886,0,0,4.751110244191775
0.7880654083877414,3.277389450887783,0,0,0.934363022771893
2.108806413131375,0,4.751110244191775,0.934363022771893,0
0,4.566879280695097,0,4.852963908803078,4.578677625945335
4.566879280695097,0,4.669966238787753,0.8559334390578088,0
0,4.669966238787753,0,0,0.1722304025145438
4.852963908803078,0.8559334390578088,0,0,2.448821978941155
4.578677625945335,0,0.1722304025145438,2.448821978941155,0
0,3.161796231127048,0,4.785834741214728,3.961036647797772
3.161796231127048,0,3.393675774288867,3.530230440098044,0
0,3.393675774288867,0,0,2.193721798281991
4.785834741214728,3.530230440098044,0,0,2.227931003554497
3.961036647797772,0,2.193721798281991,2.227931003554497,0
0,0.4877020249970476,0,2.426878243614206,4.797462131964515
0.4877020249970476,0,3.788700652891667,0.1591642318871034,0
0,3.788700652891667,0,0,1.907792285465042
2.426878243614206,0.1591642318871034,0,0,3.231565050556323
4.797462131964515,0,1.907792285465042,3.231565050556323,0
