5
30
0.1940734870450342
0.161206386683877
0.1492963996711844
0.2685407142900861
0.2268830123098186
0,3.051535150349376,0,0,2.012771960315613,0,2.378928132847663,2.99719124545706,0,0,0,0,0,4.219997557374681,1.519258113888262,1.689060219355119,0,0,0,0,0,0,0,0,0,0,2.33100916895318,3.151025624998748,2.899424866406445,0
3.051535150349376,0,2.29937814471157,2.755701679022094,0,0,0,0,0,0,4.084275868869251,0,0.4269891540632248,3.147252430497396,0,1.03515974036537,0,0,0,2.328312041825553,3.376876592082974,0,0.9545142662224559,2.925218076343578,4.111631110926531,0,4.879787589399821,1.631222865301562,0,4.487399461999421
0,2.29937814471157,0,3.076441211075283,0,4.233554794402651,2.907456261840663,0,3.981226753629226,0,1.218239563083924,4.291763801143789,0,0.7390870709080316,4.821458651497797,0,0,4.691579201268486,2.665816203044113,0,0,0,0,0,3.46921585466113,2.010443095185232,1.532483895131896,2.969138022821341,0.7761081046975016,1.417977085391907
0,2.755701679022094,3.076441211075283,0,0,0,0,0,2.555531854714299,3.697397524437434,0,0,0,0,3.433600092404014,0,1.630171420332096,4.472503319521277,1.553395079563246,3.540054470320265,4.356610332865109,2.308689191840656,3.766002663544271,0,0,1.270039252784724,3.512650056261714,0.9092003933284409,0,3.706519941492765
2.012771960315613,0,0,0,0,4.236667181985909,0,0.02826534063422759,0,0,0.9176409776391997,0,0,0,0.0154534877873258,1.303636756021598,2.120424094029397,2.706769666538522,0,0,4.748531767517663,1.399144600001063,2.937856319976567,0,2.490522435613546,1.147343873740084,0.336916568044533,0,1.969500724255017,0
0,0,4.233554794402651,0,4.236667181985909,0,2.63716981388317,0,3.044107245221801,0,0,0,3.252296612390312,0,2.729431044454149,0,1.415993169204728,0,4.432818972057735,4.079936266481036,4.297967267376362,4.495782171281822,0,3.789193551929663,0,0,1.391335100759395,1.43674804757538,1.996316571407147,0
2.378928132847663,0,2.907456261840663,0,0,2.63716981388317,0,3.082106658233805,2.798389658079538,0,0,0,1.666863434218936,0,0,0,0.783469236169812,2.714958474226283,3.290151528140413,0,0.6630736342418125,0,0,4.175137328673314,2.068849696247476,0,0,0,0,0
2.99719124545706,0,0,0,0.02826534063422759,0,3.082106658233805,0,0.02167536304399142,0,0.424853727834632,2.04908249575251,2.215082963311181,0,0.7116985969419581,3.702632946504433,3.341246576577646,0,0.7066801416833235,3.571212034599359,3.355819858557813,0,0,0,3.256841712658569,0,0.5468060485889403,0,0,0
0,0,3.981226753629226,2.555531854714299,0,3.044107245221801,2.798389658079538,0.02167536304399142,0,0,0,4.163771229851668,0,0,3.149539723812401,0,3.334192886118793,0.5983767825962094,0,0,0,0,4.056733076575028,2.656269818709285,0,0,0,1.596507957604485,0,0
0,0,0,3.697397524437434,0,0,0,0,0,0,0,4.064162665075546,4.422113295467875,0,0,0,0,3.390530387798978,4.005861811812494,0,0.3874374075771087,0,0,4.056587101190116,1.595339101083922,0,0.6025408320098918,0,2.804283690667711,0.3389274424290756
