5
12
0.2623403699879764
0.1497159430347078
0.2268351967792014
0.03798075206408922
0.3231277381340251
0,0,0,0,0,4.313553593498348,4.224278372881316,2.761456707693875,0,0.615418737729726,0.7325745530744493,0.2132620545557168
0,0,0,0.6196613879903506,4.264990776704082,0,4.739665606465843,0.5285471329086072,0.8323022043821038,0,4.302202815191159,0
0,0,0,0.669656254939856,4.69570853034774,1.477669172376782,2.335340935144262,0,0.2711974222056479,3.314040309804872,4.492430689171497,4.942089643924903
0,0.6196613879903506,0.669656254939856,0,0,0,0,4.560662371198115,3.727730368508587,0,4.474708377204072,1.212432794683597
0,4.264990776704082,4.69570853034774,0,0,2.208610285322119,4.48595675486786,0.466852583775465,2.280288334218707,4.976948638275458,1.486734079439608,1.491219859438819
4.313553593498348,0,1.477669172376782,0,2.208610285322119,0,2.527140712288515,0,0,0.2422366962661104,0,3.462659931932594
4.224278372881316,4.739665606465843,2.335340935144262,0,4.48595675486786,2.527140712288515,0,0,0,0,0,0
2.761456707693875,0.5285471329086072,0,4.560662371198115,0.466852583775465,0,0,0,3.674787708480261,0,0,1.941358155239008
0,0.8323022043821038,0.2711974222056479,3.727730368508587,2.280288334218707,0,0,3.674787708480261,0,0,1.470331668793142,2.654361285139642
0.615418737729726,0,3.314040309804872,0,4.976948638275458,0.2422366962661104,0,0,0,0,2.026577099402957,0.5614198107801333
0.7325745530744493,4.302202815191159,4.492430689171497,4.474708377204072,1.486734079439608,0,0,0,1.470331668793142,2.026577099402957,0,0
0.2132620545557168,0,4.942089643924903,1.212432794683597,1.491219859438819,3.462659931932594,0,1.941358155239008,2.654361285139642,0.5614198107801333,0,0
0,2.638400346692212,2.873306095650938,0.4174140680131133,3.845145426679481,0,0,0,0.1599550788128346,0,0,0
2.638400346692212,0,1.40933427940215,0,0,1.351471661463488,0,0,0,2.868548824205991,0,4.921991561204858
2.873306095650938,1.40933427940215,0,0,0,0,0,0.1261409074651815,0,0,0,0
0.4174140680131133,0,0,0,3.534587096613814,4.091020194538354,1.679244873384623,0,0,2.809307126408187,0,0
3.845145426679481,0,0,3.534587096613814,0,0,0,0,0,0,0,0
0,1.351471661463488,0,4.091020194538354,0,0,0,3.155349996067968,0.5457710602122928,0,3.017339919153847,0
0,0,0,1.679244873384623,0,0,0,1.982603962907963,0.5240662098674981,3.671705418479849,3.418577862041791,1.644071073784014
0,0,0.1261409074651815,0,0,3.155349996067968,1.982603962907963,0,0,4.33465145875958,3.946819718209527,0
0.1599550788128346,0,0,0,0,0.5457710602122928,0.5240662098674981,0,0,1.1447662601155,0,0
0,2.868548824205991,0,2.809307126408187,0,0,3.671705418479849,4.33465145875958,1.1447662601155,0,0,0
0,0,0,0,0,3.017339919153847,3.418577862041791,3.946819718209527,0,0,0,1.457851589534654
0,4.921991561204858,0,0,0,0,1.644071073784014,0,0,0,1.457851589534654,0
0,2.397616926051094,4.225890925270183,3.129798925857916,2.907232439376989,0,0,0,3.073567095585703,0,0,0
2.397616926051094,0,2.692983390226702,0,0,1.042306793756569,0,0,0,0.2603894514293481,0,4.294694083419331
4.225890925270183,2.692983390226702,0,0,0,0,0,4.211033062096672,0,0,0,0
3.129798925857916,0,0,0,4.997458100488523,0.5011077009774578,0.8783451483783039,0,0,0.9209704875776326,0,0
2.907232439376989,0,0,4.997458100488523,0,0,0,0,0,0,0,0
0,1.042306793756569,0,0.5011077009774578,0,0,0,0.4494582538804587,4.129044289277991,0,2.630512328977806,0
0,0,0,0.8783451483783039,0,0,0,0.3079533352698233,0.6394418989149758,0.2566594305618553,0.6604147785678138,3.269060112978868
0,0,4.211033062096672,0,0,0.4494582538804587,0.3079533352698233,0,0,0.4311726493174817,1.838264592189385,0
3.073567095585703,0,0,0,0,4.129044289277991,0.6394418989149758,0,0,3.209703101995936,0,0
0,0.2603894514293481,0,0.9209704875776326,0,0,0.2566594305618553,0.4311726493174817,3.209703101995936,0,0,0
0,0,0,0,0,2.630512328977806,0.6604147785678138,1.838264592189385,0,0,0,3.017667193754434
0,4.294694083419331,0,0,0,0,3.269060112978868,0,0,0,3.017667193754434,0
0,4.006738027609761,3.693201459977009,3.304722789736712,4.64156531157094,0,0,0,1.812057311365263,0,0,0
4.006738027609761,0,3.47581519722166,0,0,2.824897853691006,0,0,0,4.656006923041248,0,3.927794946325153
3.693201459977009,3.47581519722166,0,0,0,0,0,2.795162724943475,0,0,0,0
3.304722789736712,0,0,0,1.439246724075686,0.890584769433832,1.044733369965677,0,0,2.986056751689274,0,0
4.64156531157094,0,0,1.439246724075686,0,0,0,0,0,0,0,0
0,2.824897853691006,0,0.890584769433832,0,0,0,0.4043121156515683,1.690488594010859,0,3.648547241116138,0
0,0,0,1.044733369965677,0,0,0,3.900877657455868,2.74770053507599,0.3644264954948806,3.613622698283829,3.745657315517596
0,0,2.795162724943475,0,0,0.4043121156515683,3.900877657455868,0,0,1.832183081595995,1.030139297525973,0
