5
4
0.3355189180329363
0.1189961652912684
0.2046049895139971
0.07824288875652355
0.2626370384052747
0,0.2308569531557697,4.117289141636463,0
0.2308569531557697,0,0,0
4.117289141636463,0,0,2.491820259910715
0,0,2.491820259910715,0
0,0,0,1.585497400304303
0,0,3.975999505685316,3.773433409911804
0,3.975999505685316,0,0
1.585497400304303,3.773433409911804,0,0
0,0,0,4.751110244191775
0,0,0.934363022771893,1.380125384992892
0,0.934363022771893,0,0
4.751110244191775,1.380125384992892,0,0
0,0,0,0.1722304025145438
0,0,2.448821978941155,3.398513384268374
0,2.448821978941155,0,0
0.1722304025145438,3.398513384268374,0,0
0,0,0,2.193721798281991
0,0,2.227931003554497,3.275490019869203
0,2.227931003554497,0,0
2.193721798281991,3.275490019869203,0,0
0,0,0,1.907792285465042
0,0,3.231565050556323,0.8130586759731528
0,3.231565050556323,0,0
1.907792285465042,0.8130586759731528,0,0
