5
25
0.2364099484574343
0.1725340712221356
0.2429744367480275
0.1106067563100676
0.2374747872623349
0,2.74770053507599,4.452378395922191,0,0,0,3.674787708480261,0,0,1.941358155239008,0,1.470331668793142,2.654361285139642,2.026577099402957,0.5614198107801333,0,0,3.989151301057985,3.844791320294346,1.364693970618453,3.366474570543266,2.258696174523678,0,0.4617616935960078,2.115546925820833
2.74770053507599,0,0,0.4929704635549886,0.8412564924576388,1.587398875747177,1.087816547114103,4.464612026429885,0,0,1.288961252860065,0.3699738478846898,0,0.8056698592468042,0,0,2.791595999346486,0,3.268450669832376,0,0,4.117872369639192,0.817849548924966,0,0
4.452378395922191,0,0,0,0.1026788732909228,0,0,0,0,0,4.985016358033239,3.262255364843075,0,0,0,0,3.136732512217335,4.552849942615143,0,0,0,4.696991809422674,3.419193068731777,0,0.9107053794521686
0,0.4929704635549886,0,0,0.5347082927510349,0,0,3.40089185615251,0,0,0,1.544572967834076,0,0,3.365155825020595,3.118582063337212,0.8856187724915826,0,0.9662266523443525,0,1.694778391238591,2.550762598826251,0,4.987801747560946,0
0,0.8412564924576388,0.1026788732909228,0.5347082927510349,0,0,0,2.761308084291775,0,2.461725521924689,0,1.78434493091271,0,0,0,0,2.247217782858741,0,0,0,1.658326193713147,1.740038298580567,4.420765288748301,4.650203130537445,0.2370073101457537
0,1.587398875747177,0,0,0,0,3.679830794400821,0,0.977383818168992,0,0,2.353123578032704,0,2.377864668987815,3.940567141992736,0,0,0,3.231509786753278,0,0,2.033634575446819,0,0,0
3.674787708480261,1.087816547114103,0,0,0,3.679830794400821,0,0,3.366129932261289,0,0,0,0,0,0,0,1.621099601470245,0.05840495565169801,0,0,0.3551854195647636,0,0,0,2.139554599100854
0,4.464612026429885,0,3.40089185615251,2.761308084291775,0,0,0,0,0,0,3.468762870669567,0,0.2516999336947706,4.170945305284498,4.318554325279329,3.345212950407777,0,0.2817150927167839,0.0981053338279203,4.161107376414089,0,0,0,0
0,0,0,0,0,0.977383818168992,3.366129932261289,0,0,0,0,0,4.166817817265672,1.950879690653033,0.7012767963472216,0.4340755043291683,1.286413923849299,2.124292058523129,2.475334619002296,0,0.006502843502980693,0.7124202741048574,0.8744603266789142,2.994428051839325,0
1.941358155239008,0,0,0,2.461725521924689,0,0,0,0,0,0.3417861023541457,0.8692651868250051,4.773391370402248,4.807792865518316,0,3.861831068065213,1.854323594867026,0,0,2.662132412500663,0,0,4.782081805040121,0,1.582097568662715
