2
10
0.1959314370429003
0.8040685629570997
0,4.915262332349281,3.505493779504631,0,0,0,0,1.844582730319475,4.908189754853749,4.277614029229556
4.915262332349281,0,0,2.410110305159281,2.947537423475295,1.923095621847054,0,0,0,0
3.505493779504631,0,0,0,0,0.8074237215587499,2.114428445500423,2.992618343783706,3.47974656650804,0
0,2.410110305159281,0,0,1.597998675902481,0,0,0,0,1.332357453895362
0,2.947537423475295,0,1.597998675902481,0,1.405026512669354,2.635713708803261,4.376857993020924,0,0
0,1.923095621847054,0.8074237215587499,0,1.405026512669354,0,3.359040827071076,0,3.339163635068583,0
0,0,2.114428445500423,0,2.635713708803261,3.359040827071076,0,0,4.579956220657126,2.312245796211643
1.844582730319475,0,2.992618343783706,0,4.376857993020924,0,0,0,2.30458183014482,0
4.908189754853749,0,3.47974656650804,0,0,3.339163635068583,4.579956220657126,2.30458183014482,0,0.1788136663455897
4.277614029229556,0,0,1.332357453895362,0,0,2.312245796211643,0,0.1788136663455897,0
0,0,0,2.695632325214283,0.8906622720016888,0.8556053317821605,4.409332502259049,0,0,0
0,0,1.881361051394158,0,0,0,1.259030612361564,1.326404549050147,3.651243961337988,0.5388450762187152
0,1.881361051394158,0,4.088802796853209,0.1125629637011588,0,0,0,0,3.19265379135919
2.695632325214283,0,4.088802796853209,0,0,3.272228538785332,3.591794716029418,1.6257284091028,3.894011209120463,0
0.8906622720016888,0,0.1125629637011588,0,0,0,0,0,4.718113122741939,1.203535177400801
0.8556053317821605,0,0,3.272228538785332,0,0,0,0.3399638423500528,0,1.722312056505211
4.409332502259049,1.259030612361564,0,3.591794716029418,0,0,0,0.03357657159238747,0,0
0,1.326404549050147,0,1.6257284091028,0,0.3399638423500528,0.03357657159238747,0,0,1.612359035933893
0,3.651243961337988,0,3.894011209120463,4.718113122741939,0,0,0,0,0
0,0.5388450762187152,3.19265379135919,0,1.203535177400801,1.722312056505211,0,1.612359035933893,0,0
0,0,0,3.490527600901542,0.6400719986008629,0.1630041026526402,3.345876522671969,0,0,0
0,0,0.9546184761815152,0,0,0,1.452203321384897,4.121881333444176,1.719385020574915,4.531540753248665
0,0.9546184761815152,0,1.303639995277323,2.126296601070675,0,0,0,0,0.1680191803321474
3.490527600901542,0,1.303639995277323,0,0,2.038095985205763,4.843246651155468,0.5281460166451096,2.117264594813691,0
0.6400719986008629,0,2.126296601070675,0,0,0,0,0,3.18854549036087,3.380611519318759
0.1630041026526402,0,0,2.038095985205763,0,0,0,1.273950782985027,0,3.90259826365679
3.345876522671969,1.452203321384897,0,4.843246651155468,0,0,0,3.010852437908976,0,0
0,4.121881333444176,0,0.5281460166451096,0,1.273950782985027,3.010852437908976,0,0,3.923696473803708
0,1.719385020574915,0,2.117264594813691,3.18854549036087,0,0,0,0,0
0,4.531540753248665,0.1680191803321474,0,3.380611519318759,3.90259826365679,0,3.923696473803708,0,0
