5
6
0.1932439893931718
0.04655752991892714
0.4199009421184298
0.002022995074647737
0.3382745434948234
0,2.529785258325712,0,4.203586279918313,4.071424130344082,4.646318115936139
2.529785258325712,0,0.9829762521560409,3.080223380733196,1.758297535314984,0
0,0.9829762521560409,0,0,0,0.8109115409662138
4.203586279918313,3.080223380733196,0,0,0,0
4.071424130344082,1.758297535314984,0,0,0,0
4.646318115936139,0,0.8109115409662138,0,0,0
0,0,4.454516262678992,0,0,0
0,0,0,0,0,2.926320455763621
4.454516262678992,0,0,1.902229234876783,4.670053421145915,0
0,0,1.902229234876783,0,1.556075210224024,3.446072515700039
0,0,4.670053421145915,1.556075210224024,0,0.7618900948461149
0,2.926320455763621,0,3.446072515700039,0.7618900948461149,0
0,0,4.796457126027222,0,0,0
0,0,0,0,0,2.748618041455698
4.796457126027222,0,0,2.839108203626106,0.6495310423686507,0
0,0,2.839108203626106,0,2.642665677531064,3.740757964118547
0,0,0.6495310423686507,2.642665677531064,0,4.129084887447737
0,2.748618041455698,0,3.740757964118547,4.129084887447737,0
0,0,2.736077649819015,0,0,0
0,0,0,0,0,4.585968319149051
2.736077649819015,0,0,0.3792714478153181,2.844118304360963,0
0,0,0.3792714478153181,0,0.8282436474989047,2.252707992512489
0,0,2.844118304360963,0.8282436474989047,0,2.691712176300285
0,4.585968319149051,0,2.252707992512489,2.691712176300285,0
0,0,0.6931222141433957,0,0,0
0,0,0,0,0,1.429195094101868
0.6931222141433957,0,0,0.2697505933330357,2.346953205291029,0
0,0,0.2697505933330357,0,3.009909707008183,0.4191068899846628
0,0,2.346953205291029,3.009909707008183,0,4.980673583134427
0,1.429195094101868,0,0.4191068899846628,4.980673583134427,0
0,0,0.7464700277952874,0,0,0
0,0,0,0,0,3.786001145553606
0.7464700277952874,0,0,2.653987765044863,0.05951034750620698,0
0,0,2.653987765044863,0,1.314856422700721,1.144884843584094
0,0,0.05951034750620698,1.314856422700721,0,0.3908776437659184
0,3.786001145553606,0,1.144884843584094,0.3908776437659184,0
