25
8
0.02299369437138178
0.02948831952481637
0.0187830361181059
0.0136946860845365
0.05710731681308305
0.02987833170144368
0.06169759046014828
0.02718612062404515
0.05345129198312165
0.02757589713584828
0.0561894611781927
0.0524757398257068
0.02622793148963181
0.01501270856489717
0.05493108396604063
0.06597395836698303
0.02276487860250139
0.04665099034841992
0.03048459556296096
0.05792595280166007
0.05343321333336622
0.01162365214075404
0.05990522477067445
0.06879333734659006
0.03575098688509013
0,4.920318621895769,0.5310817246433192,0.9905920127148732,1.697467066953788,0,4.908189754853749,4.277614029229556
4.920318621895769,0,0,1.563594434103078,0.8938309337618411,0.4711466944386733,0,4.376857993020924
0.5310817246433192,0,0,0,3.923696473803708,0.1788136663455897,3.608790166955512,0.7636060021911589
0.9905920127148732,1.563594434103078,0,0,3.036946068841737,3.692134199884708,4.587121710246912,3.827500083107192
1.697467066953788,0.8938309337618411,3.923696473803708,3.036946068841737,0,1.437490865330656,2.881046903315035,0
0,0.4711466944386733,0.1788136663455897,3.692134199884708,1.437490865330656,0,0,0.6943710141457765
4.908189754853749,0,3.608790166955512,4.587121710246912,2.881046903315035,0,0,0
4.277614029229556,4.376857993020924,0.7636060021911589,3.827500083107192,0,0.6943710141457765,0,0
0,0,0,0,0,4.601660199182819,0,0
0,0,1.881361051394158,0,0,0,2.35462128179167,0
0,1.881361051394158,0,4.718113122741939,0,0,0,0
0,0,4.718113122741939,0,0,0,0,0
0,0,0,0,0,0,0,2.732965572951614
4.601660199182819,0,0,0,0,0,1.32389513237815,0
0,2.35462128179167,0,0,0,1.32389513237815,0,0.4691001338743278
0,0,0,0,2.732965572951614,0,0.4691001338743278,0
0,0,0,0,0,0.263384988403963,0,0
0,0,0.9546184761815152,0,0,0,3.47974656650804,0
0,0.9546184761815152,0,3.18854549036087,0,0,0,0
0,0,3.18854549036087,0,0,0,0,0
0,0,0,0,0,0,0,2.128644209355939
0.263384988403963,0,0,0,0,0,1.590370377405296,0
0,3.47974656650804,0,0,0,1.590370377405296,0,2.627022019296679
0,0,0,0,2.128644209355939,0,2.627022019296679,0
0,0,0,0,0,3.689290477584983,0,0
0,0,2.14126496489693,0,0,0,3.499439249641458,0
0,2.14126496489693,0,4.788469699207917,0,0,0,0
0,0,4.788469699207917,0,0,0,0,0
0,0,0,0,0,0,0,3.222213907156682
3.689290477584983,0,0,0,0,0,0.5960727052709558,0
0,3.499439249641458,0,0,0,0.5960727052709558,0,2.651721091964317
0,0,0,0,3.222213907156682,0,2.651721091964317,0
0,0,0,0,0,1.34559713199278,0,0
0,0,2.410110305159281,0,0,0,3.19265379135919,0
0,2.410110305159281,0,1.203535177400801,0,0,0,0
0,0,1.203535177400801,0,0,0,0,0
0,0,0,0,0,0,0,3.238088150863422
1.34559713199278,0,0,0,0,0,4.699147351724603,0
0,3.19265379135919,0,0,0,4.699147351724603,0,4.305699056966662
0,0,0,0,3.238088150863422,0,4.305699056966662,0
0,0,0,0,0,2.114178075044039,0,0
0,0,0.6030580664858115,0,0,0,0.1680191803321474,0
0,0.6030580664858115,0,3.380611519318759,0,0,0,0
0,0,3.380611519318759,0,0,0,0,0
0,0,0,0,0,0,0,3.39508377046601
2.114178075044039,0,0,0,0,0,3.227759374862618,0
0,0.1680191803321474,0,0,0,3.227759374862618,0,2.424266667760509
0,0,0,0,3.39508377046601,0,2.424266667760509,0
0,0,0,0,0,2.739354506074223,0,0
0,0,2.947537423475295,0,0,0,0.3440304955902562,0
0,2.947537423475295,0,1.445322858372384,0,0,0,0
0,0,1.445322858372384,0,0,0,0,0
0,0,0,0,0,0,0,3.178933552570418
2.739354506074223,0,0,0,0,0,2.397316124744439,0
0,0.3440304955902562,0,0,0,2.397316124744439,0,1.967281806076332
0,0,0,0,3.178933552570418,0,1.967281806076332,0
0,0,0,0,0,4.713684921384671,0,0
