10
4
0.09081333854474369
0.01076216324618185
0.1288638857798734
0.09883027412443042
0.09400097727474473
0.1473839619629147
0.1524939612310806
0.1401116509616574
0.05643914002636379
0.08030064684800967
0,2.84679091642466,2.481444428199424,0
2.84679091642466,0,0,4.942196335998725
2.481444428199424,0,0,1.604705163238807
0,4.942196335998725,1.604705163238807,0
0,0,0,1.106328650635523
0,0,0.863022508238343,0
0,0.863022508238343,0,0
1.106328650635523,0,0,0
0,0,0,4.185282227659403
0,0,0.4517336907161229,0
0,0.4517336907161229,0,0
4.185282227659403,0,0,0
0,0,0,4.855376157212568
0,0,1.276311013217944,0
0,1.276311013217944,0,0
4.855376157212568,0,0,0
0,0,0,4.231864438465867
0,0,4.292852656296049,0
0,4.292852656296049,0,0
4.231864438465867,0,0,0
0,0,0,2.529997279452742
0,0,4.55533526698897,0
0,4.55533526698897,0,0
2.529997279452742,0,0,0
0,0,0,1.394378055726153
0,0,3.498168836128813,0
0,3.498168836128813,0,0
1.394378055726153,0,0,0
0,0,0,3.733086109141007
0,0,3.625911775116937,0
0,3.625911775116937,0,0
3.733086109141007,0,0,0
0,0,0,1.184651920564351
0,0,1.149430394287482,0
0,1.149430394287482,0,0
1.184651920564351,0,0,0
0,0,0,4.786726408095616
0,0,2.880267281606772,0
0,2.880267281606772,0,0
4.786726408095616,0,0,0
0,0,0,3.101300180388854
0,0,4.053140525039696,0
0,4.053140525039696,0,0
3.101300180388854,0,0,0
