15
20
0.07404208173447313
0.02344609630507816
0.03838305163105048
0.008880733898843382
0.03209522333172841
0.07279101854869066
0.07208514639738939
0.05489651011258136
0.06896195474515486
0.05151113422198757
0.08946189984553989
0.155179575564192
0.1122541608356755
0.05645079879845772
0.08956061402915755
0,1.984546157212271,0,0.02745131052789229,0,2.335332545390079,2.967751531296987,4.129670545297483,0,0,0,0,0,0,0.1648527604608835,4.469330841881102,4.944893351124954,2.336497886595641,3.287808166375466,0
1.984546157212271,0,0,0,0,0.3408593670241916,4.026016079557765,0,0,0,0,1.551765462038817,3.077859390051079,4.223582998668851,0,0,4.487799500517399,0.3354505287614934,4.94502781995707,1.437673182246246
0,0,0,0,0,1.33718786093234,0.9692604114851289,0,3.71256758920831,4.792269710222311,0,0,0,0,0,1.920420100205235,2.277359046231815,1.467957743502069,4.622732402025665,3.275252694282781
0.02745131052789229,0,0,0,0.9674301724604034,4.009111392043319,3.734711795540786,0,3.643798887514671,0,0,0,0,0,0,0,0,0,0.3855329385597844,0
0,0,0,0.9674301724604034,0,1.414130831626842,0.302575519244182,0,0,0,2.499642319380899,0,4.886525182135982,0,0,3.325992628645287,1.630471377497243,0,0,0
2.335332545390079,0.3408593670241916,1.33718786093234,4.009111392043319,1.414130831626842,0,1.499643467433719,4.639749685770949,3.6001809755937,2.940140788046178,4.324634357293433,0,1.488176148649924,0,0.9217130205988922,0.3789500978188848,1.358098690719465,0.7327468139812149,3.642939255624184,0.7800824542147045
2.967751531296987,4.026016079557765,0.9692604114851289,3.734711795540786,0.302575519244182,1.499643467433719,0,4.522577711756514,0.7973075121419337,0,2.868597520474517,0,4.207298977093812,2.270228905885607,0.1258248507996657,0,0,0,1.134254541711011,0.07736692487698427
4.129670545297483,0,0,0,0,4.639749685770949,4.522577711756514,0,0,3.044616280037114,0,1.685328982319391,0.6899187696036946,0,0,0,0.9384462211069078,0,0,0
0,0,3.71256758920831,3.643798887514671,0,3.6001809755937,0.7973075121419337,0,0,3.613159007099493,0.9039419244599994,1.802742221405876,1.128900543069316,0,0,0,3.262642065429609,0,4.140480843541814,0
0,0,4.792269710222311,0,0,2.940140788046178,0,3.044616280037114,3.613159007099493,0,0,0,0,0.5219208372161793,0,3.687097549765821,0,3.745913357981614,0,0
0,0,0,0,2.499642319380899,4.324634357293433,2.868597520474517,0,0.9039419244599994,0,0,0,0,1.541886346278903,1.007275461672692,0.0007612478778223908,0,1.933324402664538,0,0
0,1.551765462038817,0,0,0,0,0,1.685328982319391,1.802742221405876,0,0,0,0,0.8073241213019444,0.6706665053927052,1.344236654642715,3.720400515984135,0,0,2.74026839800686
0,3.077859390051079,0,0,4.886525182135982,1.488176148649924,4.207298977093812,0.6899187696036946,1.128900543069316,0,0,0,0,0,0,0,0,3.926745019796409,3.653369997280802,0
0,4.223582998668851,0,0,0,0,2.270228905885607,0,0,0.5219208372161793,1.541886346278903,0.8073241213019444,0,0,0,1.051672122636837,3.2702468711524,4.291566731080757,3.202774121109108,0
0.1648527604608835,0,0,0,0,0.9217130205988922,0.1258248507996657,0,0,0,1.007275461672692,0.6706665053927052,0,0,0,0,0,1.593552629599096,0,1.476035313610967
4.469330841881102,0,1.920420100205235,0,3.325992628645287,0.3789500978188848,0,0,0,3.687097549765821,0.0007612478778223908,1.344236654642715,0,1.051672122636837,0,0,0,0,0,0
4.944893351124954,4.487799500517399,2.277359046231815,0,1.630471377497243,1.358098690719465,0,0.9384462211069078,3.262642065429609,0,0,3.720400515984135,0,3.2702468711524,0,0,0,1.04867712626683,0,3.91345365595516
2.336497886595641,0.3354505287614934,1.467957743502069,0,0,0.7327468139812149,0,0,0,3.745913357981614,1.933324402664538,0,3.926745019796409,4.291566731080757,1.593552629599096,0,1.04867712626683,0,2.881390667921544,0
3.287808166375466,4.94502781995707,4.622732402025665,0.3855329385597844,0,3.642939255624184,1.134254541711011,0,4.140480843541814,0,0,0,3.653369997280802,3.202774121109108,0,0,0,2.881390667921544,0,4.290902437520541
0,1.437673182246246,3.275252694282781,0,0,0.7800824542147045,0.07736692487698427,0,0,0,0,2.74026839800686,0,0,1.476035313610967,0,3.91345365595516,0,4.290902437520541,0
0,0,2.86267759422861,0,4.053933421291923,0,0,0,1.336765111815657,1.454520723532686,3.763318887287656,4.090261821577436,1.662616868344785,4.653704392158178,0,0,0,0,0,1.474377824812717
0,0,4.822842486661102,4.766670657179224,3.139662522491256,0,0,0.599886139059807,4.9533738995603,1.779035601284104,0.3802097096505236,0,0,0,4.641280675372594,1.39195381031665,0,0,0,0
2.86267759422861,4.822842486661102,0,3.152841670029564,1.169470391232063,0,0,3.725521322581696,0,0,1.300152321020737,2.302493552038766,4.539413581028636,0.7358634016809507,1.152256505543745,0,0,0,0,0
0,4.766670657179224,3.152841670029564,0,0,0,0,1.482143304902757,0,2.564860901710533,0.03803805011150629,1.333701248115062,3.874245552532706,0.8466749745201319,2.437096961035663,1.16248489578006,3.621967284189864,2.05681498936132,0,2.671064459379054
4.053933421291923,3.139662522491256,1.169470391232063,0,0,0,0,4.184814953201724,3.869805750885842,4.902542468523835,0,0.09802499671315745,0,3.938495373595852,2.90969866383755,0,0,2.751057945969812,3.265999672018816,2.897907350205277
0,0,0,0,0,0,0,0,0,0,0,2.74049639937115,0,2.281861975597632,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4.018562162227712,0,3.163790223442939,0,0,0,0.7919726714430264,0.02471356711236883,1.863594690745511,0,0
0,0.599886139059807,3.725521322581696,1.482143304902757,4.184814953201724,0,0,0,0.09323544803244987,0,4.379707547598396,0,0,2.198250309108204,4.75690998319862,3.357429457860736,0,3.157068957327839,2.147362191397698,4.8301188626671
1.336765111815657,4.9533738995603,0,0,3.869805750885842,0,0,0.09323544803244987,0,0,0,0,0,4.786064230955082,2.424832593835673,4.191674386211354,0,3.568829135025464,0,4.546275308358875
1.454520723532686,1.779035601284104,0,2.564860901710533,4.902542468523835,0,4.018562162227712,0,0,0,0.3752542810708048,0.06177552296365851,1.933026475022054,0,1.81479983168026,0,0.08031833574578706,0,3.52248521726272,4.284535726551935
3.763318887287656,0.3802097096505236,1.300152321020737,0.03803805011150629,0,0,0,4.379707547598396,0,0.3752542810708048,0,1.437480288872117,3.777946220564845,0,0,0,4.013769707077195,0,4.612146124208028,4.216571000325419
4.090261821577436,0,2.302493552038766,1.333701248115062,0.09802499671315745,2.74049639937115,3.163790223442939,0,0,0.06177552296365851,1.437480288872117,0,1.381051762960626,0,0,0,0,1.106802688202926,1.911675461611744,0
1.662616868344785,0,4.539413581028636,3.874245552532706,0,0,0,0,0,1.933026475022054,3.777946220564845,1.381051762960626,0,2.794401695435651,3.720678439029343,1.086825262126994,2.414004181014484,0,0,4.196827823377223
4.653704392158178,0,0.7358634016809507,0.8466749745201319,3.938495373595852,2.281861975597632,0,2.198250309108204,4.786064230955082,0,0,0,2.794401695435651,0,4.697795146430883,0,0,0,0,2.885579559911247
0,4.641280675372594,1.152256505543745,2.437096961035663,2.90969866383755,0,0,4.75690998319862,2.424832593835673,1.81479983168026,0,0,3.720678439029343,4.697795146430883,0,1.025639899198408,2.767962965245324,0,4.489305690690657,0
0,1.39195381031665,0,1.16248489578006,0,0,0.7919726714430264,3.357429457860736,4.191674386211354,0,0,0,1.086825262126994,0,1.025639899198408,0,2.537921504468087,0.5653602817561881,1.837864630616103,1.467559218907241
